'A'_Division_(1946/1947)
1._deild_islandzka_w_piłce_nożnej_(1987)
1._deild_islandzka_w_piłce_nożnej_(1988)
1._deild_islandzka_w_piłce_nożnej_(1989)
1._deild_islandzka_w_piłce_nożnej_(1990)
1._deild_islandzka_w_piłce_nożnej_(1991)
1._deild_islandzka_w_piłce_nożnej_(1995)
1._deild_islandzka_w_piłce_nożnej_(1996)
1._deild_islandzka_w_piłce_nożnej_(1997)
1._deild_islandzka_w_piłce_nożnej_(1998)
1._deild_islandzka_w_piłce_nożnej_(1999)
1._deild_kvinnur_(1985)
1._deild_kvinnur_(1986)
1._deild_kvinnur_(1987)
1._deild_kvinnur_(1988)
1._deild_kvinnur_(1989)
1._deild_kvinnur_(1990)
1._deild_kvinnur_(1991)
1._deild_kvinnur_(1992)
1._deild_kvinnur_(1993)
1._deild_kvinnur_(1994)
1._deild_kvinnur_(1995)
1._deild_kvinnur_(1996)
1._deild_kvinnur_(1997)
1._deild_kvinnur_(1998)
1._deild_kvinnur_(1999)
1._deild_kvinnur_(2000)
1._deild_kvinnur_(2001)
1._deild_kvinnur_(2002)
1._deild_kvinnur_(2003)
1._deild_kvinnur_(2004)
1._deild_kvinnur_(2005)
1._deild_kvinnur_(2006)
1._deild_kvinnur_(2007)
1._deild_kvinnur_(2008)
1._deild_kvinnur_(2009)
1._deild_kvinnur_(2010)
1._deild_kvinnur_(2011)
1._deild_kvinnur_(2012)
1._deild_kvinnur_(2013)
1._deild_kvinnur_(2014)
1._deild_kvinnur_(2015)
1._deild_kvinnur_(2016)
1._deild_kvinnur_(2017)
1._deild_kvinnur_(2020)
1._deild_kvinnur_(2021)
1._deild_kvinnur_(2022)
1._divisjon_w_piłce_nożnej
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2009/2010)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2010/2011)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2011/2012)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2019/2020)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2020/2021)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2021/2022)
1._liga_słoweńska_w_piłce_siatkowej_mężczyzn_(2022/2023)
10-y_Błok_Post
10-yj_Oktiabr_(obwód_kurski)
101_Collins_Street
103_km
10_Brygada_Ochrony_Pogranicza
10_km_(rejon_nielidowski)
113_km_(przystanek_kolejowy_w_obwodzie_briańskim)
115_km
11_Dywizjon_Rakietowy_Obrony_Powietrznej
11_km_(Białoruś)
1201_Third_Avenue
121_Centre
123_km
123_km_(obwód_lwowski)
1298_km_(przystanek_kolejowy_w_obwodzie_królewieckim)
12_Batalion_Ochrony_Pogranicza
12_Dywizjon_Rakietowy_Obrony_Powietrznej
12_Komenda_Lotniska
12_Szczep_„Preria”_ZHP
12_Warszawska_Drużyna_Harcerska
1304_km_(Ukraina)
1305_km_(przystanek_kolejowy_w_obwodzie_królewieckim)
1307_km
1312_km_(przystanek_kolejowy_w_obwodzie_królewieckim)
1314_km_(Kazachstan)
1333_km
1338_km
1355_km
13_Batalion_Ochrony_Pogranicza
13_Dywizjon_Rakietowy_Obrony_Powietrznej
13_km
143_km_(przystanek_kolejowy_w_obwodzie_briańskim)
144_km_(rejon_łużski)
1460_km
147_km_(obwód_leningradzki)
147_km_(obwód_moskiewski)
147_km_(obwód_twerski)
1481_km
151_km_(przystanek_kolejowy_w_obwodzie_tarnopolskim)
153_km_(przystanek_kolejowy_w_obwodzie_briańskim)
156_km_(obwód_twerski)
158_km_(Kazachstan)
15_Dywizjon_Rakietowy_Obrony_Powietrznej
15_km_(przystanek_kolejowy_na_Białorusi)
1639_km
1641_km
164_km_(przystanek_kolejowy_w_obwodzie_briańskim)
1662_km
166_km_(przystanek_kolejowy_w_obwodzie_iwanofrankiwskim)
167_km_(obwód_pskowski)
168_km_(obwód_twerski)
16_Dywizjon_Rakietowy_Obrony_Powietrznej
16_Pułk_Czołgów_Średnich
16_Warszawska_Drużyna_Harcerzy
1727_km
177_km_(obwód_pskowski)
187_km_(przystanek_kolejowy_w_obwodzie_briańskim)
18_Dywizjon_Rakietowy_Obrony_Powietrznej
18_km_(obwód_pskowski)
18_km_(rejon_bagrationowski)
191_km_(obwód_smoleński)
193_km_(obwód_briański)
194_km_(obwód_briański)
197_km_(obwód_pskowski)
19_Dywizjon_Techniczny_Obrony_Powietrznej
19_de_Abril
19_km_(przystanek_kolejowy_w_obwodzie_briańskim)
1C_Entertainment
1_Decembrie_(okręg_Ilfov)
1_Decembrie_(okręg_Vaslui)
1_Inowrocławski_Hufiec_Harcerzy_ZHR
1_Komenda_Odcinka_Szklarska_Poręba
1_Nowosądecka_Drużyna_Wędrownicza_„Czarna_Jedynka”_im._Stefana_Czarnieckiego_w_Nowym_Sączu
1_Warszawska_Drużyna_Harcerska_im._Romualda_Traugutta_Czarna_Jedynka
2-j_Lipowiec
2-j_Starszenskij
2-j_Ziabkin
2-j_Zielonyj_Sad
2-ja_Gostomla
2-ja_Kitajewka
2-ja_Kostornaja
2-ja_Małaja_Dołżenkowa
2-ja_Mokwa
2-ja_Mużyca
2-ja_Niżniaja_Miedwiedica
2-ja_Pieriewierziewka
2-ja_Turka
2-je_Anpiłogowo
2-je_Banino
2-je_Biezlesnoje
2-je_Bukriejewo
2-je_Gniezdiłowo
2-je_Jańkowo
2-je_Krasnikowo
2-je_Kurasowo
2-je_Malcewo
2-je_Nikolskoje_(rejon_miedwieński)
2-je_Piskłowo
2-je_Plesy
2-je_Rożdiestwienskoje
2-je_Szemiakino
2-je_Winnikowo
2-oj_Kniażyj
2._Fußball-Bundesliga_(2017/2018)
2._Fußball-Bundesliga_(2018/2019)
2._Fußball-Bundesliga_(2019/2020)
2._Fußball-Bundesliga_(2020/2021)
2._Fußball-Bundesliga_(2021/2022)
2._Fußball-Bundesliga_(2022/2023)
2._deild_Wysp_Owczych_(1976)
2._deild_Wysp_Owczych_(1977)
2._deild_Wysp_Owczych_(1978)
2._deild_Wysp_Owczych_(1979)
2._deild_Wysp_Owczych_(1980)
2._deild_Wysp_Owczych_(1981)
2._deild_Wysp_Owczych_(1982)
2._deild_Wysp_Owczych_(1983)
2._deild_Wysp_Owczych_(1984)
2._deild_Wysp_Owczych_(1985)
2._deild_Wysp_Owczych_(1986)
2._deild_Wysp_Owczych_(1987)
2._deild_Wysp_Owczych_(1988)
2._deild_Wysp_Owczych_(1989)
2._deild_Wysp_Owczych_(1990)
2._deild_Wysp_Owczych_(1991)
2._deild_Wysp_Owczych_(1992)
2._deild_Wysp_Owczych_(1993)
2._deild_Wysp_Owczych_(1994)
2._deild_Wysp_Owczych_(1995)
2._deild_Wysp_Owczych_(1996)
2._deild_Wysp_Owczych_(1997)
2._deild_Wysp_Owczych_(1998)
2._deild_Wysp_Owczych_(1999)
2._deild_Wysp_Owczych_(2000)
2._deild_Wysp_Owczych_(2001)
2._deild_Wysp_Owczych_(2002)
2._deild_Wysp_Owczych_(2003)
2._deild_Wysp_Owczych_(2004)
2._deild_Wysp_Owczych_(2005)
2._deild_Wysp_Owczych_(2006)
2._deild_Wysp_Owczych_(2007)
2._deild_Wysp_Owczych_(2008)
2._deild_Wysp_Owczych_(2009)
2._deild_Wysp_Owczych_(2010)
2._deild_Wysp_Owczych_(2011)
2._deild_Wysp_Owczych_(2012)
2._deild_Wysp_Owczych_(2013)
2._deild_Wysp_Owczych_(2014)
2._deild_Wysp_Owczych_(2015)
2._deild_Wysp_Owczych_(2016)
2._deild_Wysp_Owczych_(2017)
2._deild_Wysp_Owczych_(2018)
2._deild_Wysp_Owczych_(2019)
2._deild_Wysp_Owczych_(2020)
2._deild_Wysp_Owczych_(2021)
2._deild_Wysp_Owczych_(2022)
2._deild_islandzka_w_piłce_nożnej_(1982)
2._deild_islandzka_w_piłce_nożnej_(1983)
2._deild_islandzka_w_piłce_nożnej_(1984)
2._deild_islandzka_w_piłce_nożnej_(1985)
2._deild_islandzka_w_piłce_nożnej_(1986)
2._deild_islandzka_w_piłce_nożnej_(1987)
2._deild_islandzka_w_piłce_nożnej_(1988)
2._deild_islandzka_w_piłce_nożnej_(1989)
2._deild_islandzka_w_piłce_nożnej_(1990)
2._deild_islandzka_w_piłce_nożnej_(1991)
2._deild_islandzka_w_piłce_nożnej_(1995)
2._deild_islandzka_w_piłce_nożnej_(1996)
2._deild_islandzka_w_piłce_nożnej_(1997)
2._deild_kvinnur_(2007)
2._deild_kvinnur_(2008)
2._deild_kvinnur_(2009)
2._deild_kvinnur_(2010)
2._deild_kvinnur_(2011)
2010_w_lekkoatletyce
2011_w_lekkoatletyce
2012_w_lekkoatletyce
2014_w_lekkoatletyce
2015_w_lekkoatletyce
2016_w_lekkoatletyce
2017_w_lekkoatletyce
2018_w_lekkoatletyce
2019_w_lekkoatletyce
2020_w_lekkoatletyce
2021_w_lekkoatletyce
2022_w_lekkoatletyce
202_km_(rejon_dubrowski)
202_km_(rejon_nowozybkowski)
204_km_(obwód_smoleński)
205_km_(Kazachstan)
205_km_(obwód_smoleński)
20_Dywizjon_Techniczny_Obrony_Powietrznej
20_Let_Oktiabria
20_km_(rejon_bagrationowski)
20_km_(rejon_zielenogradski)
215_km_(rejon_nowodugiński)
215_km_(rejon_wiaziemski)
218_km_(obwód_smoleński)
21_km_(obwód_królewiecki)
221_km
222_Batalion_WOP
222_km_(Rosja)
22_Dywizjon_Rakietowy_Obrony_Powietrznej
22_km
22_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
232_km_(obwód_smoleński)
236_km_(obwód_pskowski)
238_km
23_August_(okręg_Caraș-Severin)
23_August_(okręg_Mehedinți)
23_Dywizjon_Rakietowy_Obrony_Powietrznej
246_km_(obwód_pskowski)
24_Dywizjon_Rakietowy_Obrony_Powietrznej
25._Drużynowe_Młodzieżowe_Mistrzostwa_Europy_w_Brydżu_Sportowym
259_km_(Ukraina)
259_km_(obwód_pskowski)
25_Wojskowa_Komenda_Kolejowa
25_de_Agosto
25_de_Mayo_(Buenos_Aires)
25_de_Mayo_(Urugwaj)
25_km
262_km_(obwód_pskowski)
26_Dywizjon_Techniczny_Obrony_Powietrznej
273_km_(obwód_smoleński)
273_km_(rejon_oleniński)
27_km_(przystanek_kolejowy_w_obwodzie_wołyńskim)
286_km
287_km_(obwód_pskowski)
28_Dywizjon_Rakietowy_Obrony_Powietrznej
28_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
294_km_(obwód_pskowski)
2_Kehilat_Venezia
2_Wojskowy_Szpital_Polowy
2sympleks
3-j_Starszenskij
3._Fußball-Liga_(2017/2018)
3._Fußball-Liga_(2018/2019)
3._Fußball-Liga_(2019/2020)
3._Fußball-Liga_(2020/2021)
3._Fußball-Liga_(2021/2022)
3._Fußball-Liga_(2022/2023)
3._deild_Wysp_Owczych_(1986)
3._deild_Wysp_Owczych_(1987)
3._deild_Wysp_Owczych_(1988)
3._deild_Wysp_Owczych_(1989)
3._deild_Wysp_Owczych_(1990)
3._deild_Wysp_Owczych_(1991)
3._deild_Wysp_Owczych_(1992)
3._deild_Wysp_Owczych_(1993)
3._deild_Wysp_Owczych_(1994)
3._deild_Wysp_Owczych_(1995)
3._deild_Wysp_Owczych_(1996)
3._deild_Wysp_Owczych_(1997)
3._deild_Wysp_Owczych_(1998)
3._deild_Wysp_Owczych_(1999)
3._deild_Wysp_Owczych_(2000)
3._deild_Wysp_Owczych_(2001)
3._deild_Wysp_Owczych_(2002)
3._deild_Wysp_Owczych_(2003)
3._deild_Wysp_Owczych_(2004)
3._deild_islandzka_w_piłce_nożnej_(1982)
3._deild_islandzka_w_piłce_nożnej_(1983)
3._deild_islandzka_w_piłce_nożnej_(1984)
300_km
303_km_(rejon_pałkiński)
304_km_(obwód_smoleński)
306_km
308_km_(Wielkie_Łuki)
308_km_(rejon_ostrowski)
30_Dywizjon_Rakietowy_Obrony_Powietrznej
30_St_Mary_Axe
314_km_(Wielkie_Łuki)
321_km_(obwód_pskowski)
323_km_(obwód_pskowski)
32_Baza_Lotnicza
331_km
332_km_(obwód_pskowski)
336_km_(obwód_pskowski)
33_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
344_km_(obwód_pskowski)
349_km_(obwód_pskowski)
349_km_(przystanek_Kolei_Moskiewskiej)
34_km_(obwód_leningradzki)
353_km
354_km_(rejon_nielidowski)
355_km_(obwód_pskowski)
357_km_(obwód_pskowski)
361_km_(przystanek_Kolei_Moskiewskiej)
362_km
368_km
36_Dywizjon_Rakietowy_Obrony_Powietrznej_(26_BROP)
36_km_(Fiodorowskoje_osiedle_miejskie)
375_km_(obwód_pskowski)
375_km_(obwód_twerski)
376_km
37_Dywizjon_Rakietowy_Obrony_Powietrznej_(26_BROP)
37_km_(przystanek_kolejowy_w_obwodzie_briańskim)
38_Dywizjon_Rakietowy_Obrony_Powietrznej
390_km_(obwód_twerski)
391_km
397_km
399_km_(rejon_newelski)
39_Dywizjon_Rakietowy_Obrony_Powietrznej
39_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
3Hz
3_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
3_km_(przystanek_kolejowy_w_obwodzie_smoleńskim)
406_km
409_km
40_km_(obwód_leningradzki)
40_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
41._Drużynowe_Mistrzostwa_Świata_w_Brydżu_Sportowym
414_km
416_km
41_Dywizjon_Rakietowy_Obrony_Powietrznej
41_Pułk_Piechoty_(LWP)
41_km_(obwód_leningradzki)
41_km_(obwód_odeski)
42_Dywizjon_Rakietowy_Obrony_Powietrznej
430_km
434_km_(obwód_pskowski)
434_km_(obwód_smoleński)
439_km
439_km_(obwód_pskowski)
43_Dywizjon_Rakietowy_Obrony_Powietrznej
443_km
447_km
44_Dywizjon_Rakietowy_Obrony_Powietrznej
450_km
451_km_(obwód_pskowski)
453_km_(obwód_pskowski)
454_km_(obwód_pskowski)
45_Dywizjon_Rakietowy_Obrony_Powietrznej
462_km
468_km
471_km
478_km
481_km
481_km_(obwód_pskowski)
489_km_(obwód_pskowski)
4_Times_Square
4_km_(obwód_chmielnicki)
4_km_(przystanek_kolejowy_w_obwodzie_królewieckim)
500_km_(obwód_pskowski)
504_km
50_Pinkas_Street
52_Pinkas_Street
558._Lotniczy_Zakład_Remontowy
58_km
5_km_(obwód_smoleński)
5_km_(obwód_tarnopolski)
5_km_(przystanek_kolejowy_w_obwodzie_lwowskim)
62._Turniej_Czterech_Skoczni
62_Szczep_WDHiGZ_„Polanie”_im._Króla_Bolesława_Chrobrego
63._Turniej_Czterech_Skoczni
63_km
64._Turniej_Czterech_Skoczni
64_Dywizjon_Rakietowy_Obrony_Powietrznej
66._Turniej_Czterech_Skoczni
66_Dywizjon_Rakietowy_Obrony_Powietrznej
67._Turniej_Czterech_Skoczni
67_Dywizjon_Rakietowy_Obrony_Powietrznej
67_km_(obwód_smoleński)
68._Turniej_Czterech_Skoczni
68_Dywizjon_Rakietowy_Obrony_Powietrznej
69._Turniej_Czterech_Skoczni
69_Dywizjon_Rakietowy_Obrony_Powietrznej
6_km
6_km_(przystanek_Kolei_Moskiewskiej)
7._Otwarte_Mistrzostwa_Europy_w_Brydżu_Sportowym
70._Turniej_Czterech_Skoczni
70_Dywizjon_Rakietowy_Obrony_Powietrznej
71._Turniej_Czterech_Skoczni
71_Dywizjon_Rakietowy_Obrony_Powietrznej
73_Weizmann_Street_(Tel_Awiw)
76_km
78_Warszawska_Drużyna_Harcerska
79_km_(przystanek_kolejowy_w_obwodzie_rówieńskim)
7_Financial_Men’s_National_League_(2010/2011)
7_km_(obwód_królewiecki)
84_km_(przystanek_kolejowy_w_obwodzie_rówieńskim)
8_km_(obwód_twerski)
90_km_(przystanek_kolejowy_w_obwodzie_briańskim)
98_km_(obwód_wołyński)
99_km
9_km_(przystanek_kolejowy_w_obwodzie_odeskim)
9_km_(przystanek_kolejowy_w_rejonie_nowozybkowskim)
9_km_(przystanek_kolejowy_w_rejonie_unieckim)
A-League_w_piłce_siatkowej_mężczyzn_(2010/2011)
A.I.s_Lake
A.J._Ernststraat
A.J._Simeon_Stadium
A.O._Shirley_Recreation_Ground
AB_(przedsiębiorstwo)
AEK_Arena
AFC_Challenge_Cup_2014
AFI_Fest
AFLAC_Tower
AGP_Metro_Polska
AL_Hirschberg
AMA_Film_Academy
ANZAC_Bridge
ARC_Cartagena_(1930)
ART_Płakowice
ASCO_Arena
AXA_Sigorta_Efeler_Ligi_(2020/2021)
AXA_Sigorta_Efeler_Ligi_(2021/2022)
AXA_Sigorta_Efeler_Ligi_(2022/2023)
A_Futbołna_grupa_(2010/2011)
A_Futbołna_grupa_(2011/2012)
A_Profesionałna_futbołna_grupa_(2007/2008)
A_Profesionałna_futbołna_grupa_(2008/2009)
A_Profesionałna_futbołna_grupa_(2009/2010)
A_Profesionałna_futbołna_grupa_(2012/2013)
A_Profesionałna_futbołna_grupa_(2013/2014)
A_Profesionałna_futbołna_grupa_(2014/2015)
A_Profesionałna_futbołna_grupa_(2015/2016)
A_lyga_(2009)
A_lyga_(2010)
A_lyga_(2011)
A_lyga_(2012)
A_lyga_(2013)
A_lyga_(2014)
A_lyga_(2015)
A_lyga_(2016)
A_lyga_(2017)
A_lyga_(2018)
A_lyga_(2019)
A_lyga_(2020)
A_lyga_(2021)
A_lyga_siatkarzy_(2009/2010)
A_lyga_siatkarzy_(2010/2011)
Aabra
Aabra_(jezioro)
Aadami
Aadma
Aaglung
Aakaru
Aalapot
Aalder_Island
Aalders_Landing
Aalders_Lang_Brook
Aalders_Lang_Meadow
Aalo
Aama_(obszar_wiejski_w_Nepalu)
Aamlep
Aamse
Aanandaban
Aangna
Aangsarang
Aanp_Pipal
Aappilattoq_(Qeqqata)
Aaptar
Aardla
Aardlapalu
Aarna
Aaru_Chanaute
Aarubote
Aasa
Aasiaat_Stadion
Aasu
Aasu_(Samoa_Amerykańskie)
Aasumetsa
Aasuvälja_(Rägavere)
Aasuvälja_(Türi)
Aathbis_Danda
Aathbiskot
Aavere_(Tapa)
Aaviku_(Haljala)
Aaviku_(Laimjala)
Aaviku_(Rae)
Aavoja
Ab-e_Gandu
Ab-e_Garmu-je_Jek
Ab-e_Nou-e_Chani_Jek
Ab_Barik
Aba_al-Wakf
Abad_(Al-Bab)
Abad_(Dżabal_Siman)
Abadia_dos_Dourados
Abadiânia
Abadża
Abag_Qi
Abagadasset_River
Abaja_(Kihelkonna)
Abaja_(Koeru)
Abajo
Aban_(krater)
Abanda
Abano_(Wewnętrzna_Kartlia)
Abano_(przystanek_kolejowy)
Abanoeti
Abanoschewi
Abant
Abaokoro
Abapó
Abaradira
Abari
Abari_(Gruzja)
Abaroa-San_Miguel
Abaré
Abasan_as-Saghira
Abasolo
Abastumani_(wieś)
Abatiá
Abatskoje
Abaurregaina
Abbad
Abbad_Szaruna
Abbaran
Abbaran-e_Do
Abbaran-e_Jek
Abbas_Bolaghi
Abbasabad-e_Amelak
Abbasabad-e_Eskandari
Abbasabad-e_Faramiszan
Abbasabad-e_Hadżi
Abbasabad-e_Mo’in
Abbasabad-e_Sofla
Abbasabad_(miasto)
Abbey_Field
Abbiecombec_Lake
Abbiecombec_Marshes
Abbir_Maius
Abbot_(Maine)
Abbotsford_(Kanada)
Abbotsford_(West_Sussex)
Abbotswood_(Surrey)
Abbott_Laboratories
Abbotts_Dyke
Abbotts_Harbour
Abbotts_Harbour_Island
Abbotts_Point
Abbyville
Abdat_Musa
Abdera_(biskupstwo)
Abdita
Abdolije
Abdollahabad
Abdollahi-je_Olja
Abdollahi-je_Sofla
Abdon_Batista
Abdulići
Abdullah_bin_Khalifa_Stadium
Abdurahmon_Dżomi
Abe_Lord_Creek
Abejales
Abella_d’Adons
Abellada
Abenaston
Abendberg
Abenilla
Abercornia
Abercrombie_Point
Aberdeen_(Australia)
Aberdeen_(Idaho)
Aberdeen_(Indiana)
Aberdeen_(Nowa_Szkocja)
Aberdeen_Beach
Aberdeen_Gardens
Aberdeen_Proving_Ground
Abernethy
Abeytas
Abhirawa
Abi_Bejglu
Abi_Gamin
Abidda
Abidin
Abiemnhom
Abies_Brook
Abika_(krater_wenusjański)
Abil
Abil_(Aleppo)
Abila_Lysaniae
Abim
Abira
Abiriba
Abissaare
Abisynia_(Drawsko)
Abisynia_(Droblin)
Abisynia_(Dąbrowa)
Abisynia_(Jastrzębie-Zdrój)
Abisynia_(Starachowice)
Abisynia_(Turzyn)
Abisynia_(Tymawa)
Abisynia_(Wiele)
Abisynia_(osada)
Abitinae
Abiy_Addi
Abja-Vanamõisa
Abjaku
Abjuha
Abkalli
Abla_(Syria)
Ablin
Abnub
Abo_(meteoryt)
Aboh
Abohimiadana
Aboisso-Comoé
Abomsa
Aboncourt-Gesincourt
Abonieżenka
Abora
Above_Rocks
Abowo_(przystanek_kolejowy)
Abr_Bajt_Sajf
Abragciems
Abraham_Lake_(Nowa_Szkocja)
Abrahams_Brook
Abrahams_Lake
Abrahams_Pool
Abrahamsenbreen
Abraham’s_Bay
Abrahámovce_(powiat_Bardejów)
Abrajta
Abram-Perezville
Abram_(Polska)
Abram_(Stany_Zjednoczone)
Abramiszki
Abramiwka_(obwód_kijowski)
Abramiwśka_Dołyna
Abramok
Abramowa_Gora
Abramowice
Abramowice_(Szczyrzyc)
Abramowice_Kościelne
Abramowice_Prywatne
Abramowo_(obwód_brzeski)
Abramowo_(rejon_rudniański)
Abramowo_(rejon_tichwiński)
Abramowskij
Abramowszczyzna_(obwód_miński)
Abramowszczyzna_1
Abrams_(Wisconsin)
Abrams_(hrabstwo_Oconto)
Abrams_River_(miejscowość)
Abrams_River_(rzeka)
Abramów_(Bychawka_Druga-Kolonia)
Abramów_(gmina_w_guberni_lubelskiej)
Abramów_(powiat_biłgorajski)
Abramów_(powiat_lubartowski)
Abraz
Abre-Campo
Abreu_e_Lima
Abreus
Abrigada
Abriszam
Abrit
Abrittum
Abrud_(okręg_Konstanca)
Abruka_(wieś)
Abrunhosa-a-Velha_(Mangualde)
Abryckaja_Słabada
Abrykosiwka
Abrykosiwka_(obwód_chersoński)
Abrã
Abrămuț
Abs
Absa_Salla
Absalom_Point
Absaloms_Run
AbstrachujeTV
Abthugni
Abtin
Abu_Abda
Abu_Adżwa
Abu_Arisz
Abu_Auda
Abu_Bakr_(wieś)
Abu_Biszt
Abu_Chanadik
Abu_Charaza
Abu_Chaszab
Abu_Chaszaba
Abu_Dali_(Hama)
Abu_Dali_(Hims)
Abu_Dali_(Idlib)
Abu_Danna
Abu_Darda
Abu_Daricha
Abu_Dijab_Szark
Abu_Dżabbar
Abu_Dżabra
Abu_Dżadha_Kabir
Abu_Dżadha_Saghir
Abu_Dżalus
Abu_Dżubajha
Abu_Dżurajn
Abu_Dżurajn_as-Safira
Abu_Faradż
Abu_Ghatta
Abu_Habba
Abu_Hajja_al-Hauz
Abu_Hakfa
Abu_Hakfa_al-Dżanubi
Abu_Hakfa_asz-Szamali
Abu_Halo
Abu_Hamad
Abu_Hamama
Abu_Hammad
Abu_Hammam
Abu_Hanaja_(Aleppo)
Abu_Hanaja_(Hama)
Abu_Hardub
Abu_Hubajlat
Abu_Hudżajrat_Chawatina
Abu_Hummus
Abu_Hurajk
Abu_Kabir
Abu_Kadum
Abu_Kahf
Abu_Kalkal
Abu_Kalta
Abu_Kammasz
Abu_Katur
Abu_Kawuk
Abu_Kubaj_Gharbi
Abu_Kulajfun
Abu_Kullus
Abu_Kurajnat
Abu_Kurkas_al-Balad
Abu_Madid
Abu_Makbara
Abu_Makki
Abu_Manasib_Faukani
Abu_Mandil
Abu_Mansaf
Abu_Moharek_(meteoryt)
Abu_Murajr
Abu_Musa_(miasto)
